id,timestamp,customer_id,message,issue_type,priority,agent_reply
sup_4546,2025-09-05T12:22:08.752272,cust_3841,cust_3841: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4547,2025-10-08T12:22:08.752272,cust_877,cust_877: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4548,2025-10-09T12:22:08.752272,cust_3423,cust_3423: I have an issue: account locked. Please help,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4549,2025-08-18T12:22:08.752272,cust_128,cust_128: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4550,2025-09-27T12:22:08.752272,cust_3511,cust_3511: I have an issue: how to reset password. Need assistance,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4551,2025-09-23T12:22:08.752272,cust_3545,cust_3545: I have an issue: missing statement. Need assistance,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4552,2025-10-08T12:22:08.752272,cust_2586,cust_2586: I have an issue: how to change bank details. Please help,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4553,2025-09-29T12:22:08.752272,cust_4371,cust_4371: I have an issue: missing statement. Urgent,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4554,2025-10-26T12:22:08.752272,cust_3216,cust_3216: I have an issue: refund request. Please help,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4555,2025-08-24T12:22:08.752272,cust_4002,cust_4002: I have an issue: how to change bank details. Thanks,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4556,2025-08-19T12:22:08.752272,cust_653,cust_653: I have an issue: need KYC help. Need assistance,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4557,2025-10-26T12:22:08.752272,cust_668,cust_668: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4558,2025-09-07T12:22:08.752272,cust_4409,cust_4409: I have an issue: how to change bank details. Urgent,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4559,2025-09-27T12:22:08.752272,cust_3240,cust_3240: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4560,2025-09-06T12:22:08.752272,cust_2150,cust_2150: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4561,2025-08-20T12:22:08.752272,cust_3160,cust_3160: I have an issue: unable to trade. Need assistance,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4562,2025-08-28T12:22:08.752272,cust_4880,cust_4880: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4563,2025-09-24T12:22:08.752272,cust_66,cust_66: I have an issue: account locked. Please help,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4564,2025-09-12T12:22:08.752272,cust_4549,cust_4549: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4565,2025-08-31T12:22:08.752272,cust_2787,cust_2787: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4566,2025-11-11T12:22:08.752272,cust_2960,cust_2960: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4567,2025-11-10T12:22:08.752272,cust_3898,cust_3898: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4568,2025-09-09T12:22:08.752272,cust_4037,cust_4037: I have an issue: account locked. Thanks,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4569,2025-08-23T12:22:08.752272,cust_2295,cust_2295: I have an issue: deposit not credited. Thanks,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4570,2025-10-22T12:22:08.752272,cust_795,cust_795: I have an issue: how to reset password. Need assistance,how to reset password,high,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4571,2025-09-08T12:22:08.752272,cust_3126,cust_3126: I have an issue: unable to trade. Please help,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4572,2025-09-07T12:22:08.752272,cust_2489,cust_2489: I have an issue: need KYC help. Need assistance,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4573,2025-08-23T12:22:08.752272,cust_3536,cust_3536: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4574,2025-09-01T12:22:08.752272,cust_1595,cust_1595: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4575,2025-09-07T12:22:08.752272,cust_760,cust_760: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4576,2025-11-07T12:22:08.753264,cust_1814,cust_1814: I have an issue: how to change bank details. Thanks,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4577,2025-11-05T12:22:08.753264,cust_961,cust_961: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4578,2025-10-09T12:22:08.753264,cust_1433,cust_1433: I have an issue: unable to trade. Please help,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4579,2025-10-29T12:22:08.753264,cust_3239,cust_3239: I have an issue: missing statement. Thanks,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4580,2025-09-21T12:22:08.753264,cust_3635,cust_3635: I have an issue: error on mobile app. Please help,error on mobile app,high,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4581,2025-11-04T12:22:08.753264,cust_3835,cust_3835: I have an issue: missing statement. Urgent,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4582,2025-10-02T12:22:08.753264,cust_4499,cust_4499: I have an issue: deposit not credited. Need assistance,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4583,2025-10-07T12:22:08.753264,cust_891,cust_891: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4584,2025-11-02T12:22:08.753264,cust_3024,cust_3024: I have an issue: how to reset password. Need assistance,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4585,2025-11-05T12:22:08.753264,cust_1289,cust_1289: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4586,2025-11-09T12:22:08.753264,cust_4067,cust_4067: I have an issue: need KYC help. Need assistance,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4587,2025-09-21T12:22:08.753264,cust_86,cust_86: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4588,2025-11-03T12:22:08.753264,cust_3883,cust_3883: I have an issue: how to reset password. Thanks,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4589,2025-08-31T12:22:08.753264,cust_2648,cust_2648: I have an issue: account locked. Urgent,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
